,Unit_id,UnitName
1163,DOTTIE JORDAN,DOTTIE JORDAN
1164,ALAMO RECREATION CENTER,ALAMO RECREATION CENTER
1165,INCLUSION PROGRAMS,INCLUSION PROGRAMS
1166,ADJUSTMENT ACCOUNT,ADJUSTMENT ACCOUNT
1167,TRAIL OF LIGHTS,TRAIL OF LIGHTS
1168,MILLENNIUM YOUTH ENTERTAINMENT COMPLEX,MILLENNIUM YOUTH ENTERTAINMENT COMPLEX
1169,OFFICE OF SPECIAL EVENTS,OFFICE OF SPECIAL EVENTS
1170,INFORMATION SYSTEMS MANAGEMENT,INFORMATION SYSTEMS MANAGEMENT
1171,COMMUNICATIONS AND ENGAGEMENT,COMMUNICATIONS AND ENGAGEMENT
1172,PARD 1-TIME CRITICAL/OTHER,PARD 1-TIME CRITICAL/OTHER
1173,PARD COMMERCIAL/FITNESS USE REVENUE,PARD COMMERCIAL/FITNESS USE REVENUE
1174,PARKING-EMMA LONG,PARKING-EMMA LONG
1175,PRESERVES TRUST,PRESERVES TRUST
1176,REPUBLIC SQUARE,REPUBLIC SQUARE
1177,JIMMY CLAY GOLF COURSE,JIMMY CLAY GOLF COURSE
1178,SOUTH AUSTIN SR. ACT. CTR.,SOUTH AUSTIN SR. ACT. CTR.
1179,JULIE C. BUTRIDGE MEMORIAL,JULIE C. BUTRIDGE MEMORIAL
1180,PARD MISC DONATIONS,PARD MISC DONATIONS
1181,PROGRAM SCHOLARSHIPS,PROGRAM SCHOLARSHIPS
1182,RENAISSANCE MARKET,RENAISSANCE MARKET
1183,MEMORIAL BENCHES FUND,MEMORIAL BENCHES FUND
1184,AUSTIN PARKS FOUNDATION,AUSTIN PARKS FOUNDATION
1185,GOLF ADMINISTRATION,GOLF ADMINISTRATION
1186,LIONS GOLF COURSE,LIONS GOLF COURSE
1187,GOLF-ROY KIZER GOLF COURSE,GOLF-ROY KIZER GOLF COURSE
1188,MORRIS WILLIAMS PRO SHOP,MORRIS WILLIAMS PRO SHOP
1189,CLAY/KIZER PRO SHOP,CLAY/KIZER PRO SHOP
1190,LIONS PRO SHOP,LIONS PRO SHOP
1191,GOLF-HANCOCK PRO SHOP,GOLF-HANCOCK PRO SHOP
1192,GREY ROCK GOLF COURSE,GREY ROCK GOLF COURSE
1193,GOLF-TOURNAMENTS,GOLF-TOURNAMENTS
1194,PARKING-BUTLER SHORES,PARKING-BUTLER SHORES
1195,PARKING-WALSH BOAT LANDING,PARKING-WALSH BOAT LANDING
1196,PARKING-WE LONG,PARKING-WE LONG
1197,PARKING-ZILKER,PARKING-ZILKER
1198,PARKING - ESB-MEXICAN AMERICAN CULTURAL CENTER,PARKING - ESB-MEXICAN AMERICAN CULTURAL CENTER
1199,PARKING-DAWSON ROAD,PARKING-DAWSON ROAD
1200,WORKFORCE ACCC,WORKFORCE ACCC
1201,ZILKER MAINTENANCE BARN TENDER AGMT,ZILKER MAINTENANCE BARN TENDER AGMT
1202,REGION 1 PATROL BAKER,REGION 1 PATROL BAKER
1203,DTAC-DOWNTOWN AREA COMMAND,DTAC-DOWNTOWN AREA COMMAND
1204,REGION 2 PATROL ADAM,REGION 2 PATROL ADAM
1205,REGION 3 PATROL CHARLIE,REGION 3 PATROL CHARLIE
1206,REGION 3 PATROL HENRY,REGION 3 PATROL HENRY
1207,REGION 4 PATROL FRANK,REGION 4 PATROL FRANK
1208,PAL,PAL
1209,EXPLORERS,EXPLORERS
1210,COMMUNITY PARTNERSHIPS,COMMUNITY PARTNERSHIPS
1211,AUSTIN REGIONAL INTELLIGENCE (ARIC),AUSTIN REGIONAL INTELLIGENCE (ARIC)
1212,REAL TIME CRIME CENTER (HALO),REAL TIME CRIME CENTER (HALO)
1213,INTELLIGENCE,INTELLIGENCE
1214,CID TEAM 1,CID TEAM 1
1215,METRO TACTICAL - NORTH,METRO TACTICAL - NORTH
1216,DISTRICT REPRESENTATIVES - CENTRAL,DISTRICT REPRESENTATIVES - CENTRAL
1217,METRO TACTICAL 2,METRO TACTICAL 2
1218,DISTRICT REPRESENTATIVES - NORTH,DISTRICT REPRESENTATIVES - NORTH
1219,CID TEAM 3,CID TEAM 3
1220,METRO TACTICAL - SOUTH,METRO TACTICAL - SOUTH
1221,CID TEAM 4,CID TEAM 4
1222,DISTRICT REPRESENTATIVES - SOUTH,DISTRICT REPRESENTATIVES - SOUTH
1223,NEIGHBORHOOD POLICING PATROL SUPPORT,NEIGHBORHOOD POLICING PATROL SUPPORT
1224,TRAFFIC ADMINISTRATION,TRAFFIC ADMINISTRATION
1225,TRAFFIC INVESTIGATION (MAJOR),TRAFFIC INVESTIGATION (MAJOR)
1226,AV / WRECKER,AV / WRECKER
1227,HIGHWAY ENFORCEMENT,HIGHWAY ENFORCEMENT
1228,DWI ENFORCEMENT,DWI ENFORCEMENT
1229,MOTORS,MOTORS
1230,TRAFFIC,TRAFFIC
1231,PARK POLICE,PARK POLICE
1232,LAKE PATROL,LAKE PATROL
1233,REIMBURSED OVERTIME,REIMBURSED OVERTIME
1234,SPECIAL EVENTS--NONREIMBURSED,SPECIAL EVENTS--NONREIMBURSED
1235,MOUNTED PATROL,MOUNTED PATROL
1236,SPECIALIZED PATROL,SPECIALIZED PATROL
1237,MUNICIPAL COURT SERVICES,MUNICIPAL COURT SERVICES
1238,CRISIS INTERVENTION TEAM,CRISIS INTERVENTION TEAM
1239,VIOLENT CRIMES 1 COMMAND,VIOLENT CRIMES 1 COMMAND
1240,VIOLENT CRIMES 2 COMMAND,VIOLENT CRIMES 2 COMMAND
1241,VIOLENT CRIMES TASK FORCE,VIOLENT CRIMES TASK FORCE
1242,CHILD ABUSE,CHILD ABUSE
1243,RISC,RISC
1244,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE
1245,HOMICIDE,HOMICIDE
1246,ROBBERY,ROBBERY
1247,COLD CASE,COLD CASE
1248,SEX CRIMES,SEX CRIMES
1249,SEX OFFENDERS APPREHENSION,SEX OFFENDERS APPREHENSION
1250,FINANCIAL CRIMES,FINANCIAL CRIMES
1251,MISSING PERSONS,MISSING PERSONS
1252,WHITE COLLAR CRIMES,WHITE COLLAR CRIMES
1253,COMMERCIAL AUTO THEFT,COMMERCIAL AUTO THEFT
1254,SPECIAL INVESTIGATIONS UNIT,SPECIAL INVESTIGATIONS UNIT
1255,COMPUTER FORENSICS,COMPUTER FORENSICS
1256,FORCE REVIEW UNIT,FORCE REVIEW UNIT
1257,PROPERTY CRIMES COMMAND,PROPERTY CRIMES COMMAND
1258,CENTRALIZED BURGLARY,CENTRALIZED BURGLARY
1259,PAWN SHOP,PAWN SHOP
1260,ANIMAL CRUELTY INVESTIGATIONS,ANIMAL CRUELTY INVESTIGATIONS
1261,PROPERTY CRIMES TASK FORCE,PROPERTY CRIMES TASK FORCE
1262,NUISANCE ABATEMENT,NUISANCE ABATEMENT
1263,COURT LIAISON PATROL,COURT LIAISON PATROL
1264,ARREST REVIEW,ARREST REVIEW
1265,PROPERTY CRIME OTHER EXPENSES,PROPERTY CRIME OTHER EXPENSES
1266,VIOLENT CRIME OTHER EXPENSES,VIOLENT CRIME OTHER EXPENSES
1267,HUMAN TRAFFICKING VICE,HUMAN TRAFFICKING VICE
1268,CHILD EXPLOITATION,CHILD EXPLOITATION
1269,FIREARMS UNIT,FIREARMS UNIT
1270,GANG SUPPRESSION,GANG SUPPRESSION
1271,MAJOR CRIMES TASKFORCE,MAJOR CRIMES TASKFORCE
1272,MAJOR CRIMES SUPPRESSION I,MAJOR CRIMES SUPPRESSION I
1273,MAJOR CRIMES SUPPRESSION II,MAJOR CRIMES SUPPRESSION II
1274,NARCOTICS CONSPIRACY K9,NARCOTICS CONSPIRACY K9
1275,NARCOTICS SUPPORT UNIT,NARCOTICS SUPPORT UNIT
1276,FORENSIC SERVICES,FORENSIC SERVICES
1277,CHEMISTRY,CHEMISTRY
1278,MULTI MEDIA SERVICES,MULTI MEDIA SERVICES
1279,BALLISTICS,BALLISTICS
1280,POLYGRAPH,POLYGRAPH
1281,AIR SUPPORT,AIR SUPPORT
1282,FIXED WING,FIXED WING
1283,POLICE COMMUNICATIONS,POLICE COMMUNICATIONS
1284,EMERGENCY 9-1-1,EMERGENCY 9-1-1
1285,DISPATCH CENTER,DISPATCH CENTER
1286,COMMUNICATIONS SUPPORT,COMMUNICATIONS SUPPORT
1287,PLANNING (CAPCO),PLANNING (CAPCO)
1288,CRIME ANALYSIS,CRIME ANALYSIS
1289,POLICE TECHNOLOGY PLANNING,POLICE TECHNOLOGY PLANNING
1290,POLICE RECORDS,POLICE RECORDS
1291,BOOKING SERVICES,BOOKING SERVICES
1292,OPEN RECORDS,OPEN RECORDS
1293,CRIME RECORDS/FINGERPRINTS,CRIME RECORDS/FINGERPRINTS
1294,RESEARCH & PLANNING,RESEARCH & PLANNING
1295,TECHNOLOGY,TECHNOLOGY
1296,CANINE UNIT (K-9),CANINE UNIT (K-9)
1297,S.W.A.T.,S.W.A.T.
1298,EXPLOSIVE ORDNANCE TEAM,EXPLOSIVE ORDNANCE TEAM
1299,HOSTAGE NEGOTIATIONS,HOSTAGE NEGOTIATIONS
1300,CAST,CAST
1301,PEER SUPPORT,PEER SUPPORT
1302,CADET CLASS SALARIES,CADET CLASS SALARIES
1303,FIREARMS TRAINING,FIREARMS TRAINING
1304,INTERNAL AFFAIRS,INTERNAL AFFAIRS
1305,RISK MANAGEMENT COMMAND,RISK MANAGEMENT COMMAND
1306,FINANCIAL MANAGEMENT,FINANCIAL MANAGEMENT
1307,PURCHASING,PURCHASING
1308,CENTRAL EQUIPMENT & SUPPLY,CENTRAL EQUIPMENT & SUPPLY
1309,CENTAL EQUIP & SUPPLY INVENTOR,CENTAL EQUIP & SUPPLY INVENTOR
1310,INFORMATION CENTER,INFORMATION CENTER
1311,VEHICLE/EQUIPMENT MAINTENANCE,VEHICLE/EQUIPMENT MAINTENANCE
1312,PERSONNEL SERVICES,PERSONNEL SERVICES
1313,DIVERSITY EQUITY INCLUSION,DIVERSITY EQUITY INCLUSION
1314,FACILITIES PLANNING,FACILITIES PLANNING
1315,FACILITIES MANTENANCE,FACILITIES MANTENANCE
1316,HONOR GUARD,HONOR GUARD
1317,ALARM PERMITS,ALARM PERMITS
1318,ADMINISTRATION/MANAGEMENT,ADMINISTRATION/MANAGEMENT
1319,PIO,PIO
1320,FLEET/EQUIP VEHICLE/SUPPLY,FLEET/EQUIP VEHICLE/SUPPLY
1321,VOICE SYSTEMS SERVICES,VOICE SYSTEMS SERVICES
1322,POLICE 1-TIME CRITICAL/OTHER,POLICE 1-TIME CRITICAL/OTHER
1323,APD STATE FORFEITURE CONTRABAND,APD STATE FORFEITURE CONTRABAND
1324,APD STATE FORFEITURE GAMBLING,APD STATE FORFEITURE GAMBLING
1325,APD FEDERAL FORFEITURES DOT,APD FEDERAL FORFEITURES DOT
1326,APD FEDERAL FORFEITURES DOJ,APD FEDERAL FORFEITURES DOJ
1327,ACVB CORPORATION,ACVB CORPORATION
1328,SEIZED DRUGS,SEIZED DRUGS
1329,TOXICOLOGY,TOXICOLOGY
1330,LATENT PRINTS,LATENT PRINTS
1331,DNA,DNA
1332,BASIC NEEDS CONTRACTS,BASIC NEEDS CONTRACTS
1333,ADMINISTRATION & PLANNING CONTRACTS,ADMINISTRATION & PLANNING CONTRACTS
1334,CHILD & YOUTH SERVICES CONTRACTS,CHILD & YOUTH SERVICES CONTRACTS
1335,HEALTH EQUITY CONTRACTS,HEALTH EQUITY CONTRACTS
1336,HOMELESS SERVICES CONTRACTS,HOMELESS SERVICES CONTRACTS
1337,WORKFORCE DEVELOPM CONTRACTS,WORKFORCE DEVELOPM CONTRACTS
1338,OTHER PUBLIC HEALTH NURSING,OTHER PUBLIC HEALTH NURSING
1339,BN & SS - EAST,BN & SS - EAST
1340,BN & SS - SOUTH,BN & SS - SOUTH
1341,BN & SS - MONTOPOLIS,BN & SS - MONTOPOLIS
1342,BN & SS - BLACKLAND,BN & SS - BLACKLAND
1343,BN & SS - ROSEWOOD/ZARAGOSA,BN & SS - ROSEWOOD/ZARAGOSA
1344,BN & SS -ST JOHNS,BN & SS -ST JOHNS
1345,OUTREACH AND SERVICES,OUTREACH AND SERVICES
1346,BN & SS - DOVE SPRINGS,BN & SS - DOVE SPRINGS
1347,YOUTH INITIATIVES OFFICE,YOUTH INITIATIVES OFFICE
1348,AYD - YOUTH CORPS,AYD - YOUTH CORPS
1349,FAMILY HEALTH,FAMILY HEALTH
1350,TEEN PREGNANCY PREVENTION,TEEN PREGNANCY PREVENTION
1351,AUSTIN YOUTH DEVELOPMENT,AUSTIN YOUTH DEVELOPMENT
1352,DAY LABOR OPERATIONS,DAY LABOR OPERATIONS
1353,WIC IN-KIND,WIC IN-KIND
1354,HEALTH EQUITY,HEALTH EQUITY
1355,YOUTH EMPLOYMENT,YOUTH EMPLOYMENT
1356,HIV RESOURCES ADMINISTRATION,HIV RESOURCES ADMINISTRATION
1357,COMMUNITY AND FAMILY SUPPORT,COMMUNITY AND FAMILY SUPPORT
1358,SOCIAL SERVICES AGREEMENTS ADMINISTRATION,SOCIAL SERVICES AGREEMENTS ADMINISTRATION
1359,PLANNING & EVALUATION,PLANNING & EVALUATION
1360,COMMUNITY-BASED RESOURCES,COMMUNITY-BASED RESOURCES
1361,VIOLENCE PREVENTION,VIOLENCE PREVENTION
1362,CONTRACT COMPLIANCE,CONTRACT COMPLIANCE
1363,COMMUNITY & CONSUMER PROTECTIO,COMMUNITY & CONSUMER PROTECTIO
1364,ENVIRONMENTL HEALTH CUSTOM SRV,ENVIRONMENTL HEALTH CUSTOM SRV
1365,COURT COMPLIANCE,COURT COMPLIANCE
1366,TC/ILA ENVIRONMENTAL PROTECTION,TC/ILA ENVIRONMENTAL PROTECTION
1367,RODENT/VECTOR CONTROL,RODENT/VECTOR CONTROL
1368,SPECIAL PERMITTING UNIT,SPECIAL PERMITTING UNIT
1369,BUILDING PLAN REVIEW,BUILDING PLAN REVIEW
1370,PREOPENING INSPECTION,PREOPENING INSPECTION
1371,TUBERCULOSIS ELIMINATION,TUBERCULOSIS ELIMINATION
1372,SEXUALLY TRANSMITTED DISEASE,SEXUALLY TRANSMITTED DISEASE
1373,HIV EDUCATION & OUTREACH,HIV EDUCATION & OUTREACH
1374,COMMUNITY IMMUNIZATIONS,COMMUNITY IMMUNIZATIONS
1375,CHRONIC DISEASE PREVENTION,CHRONIC DISEASE PREVENTION
1376,MEDICAL DIRECTOR AND HEALTH AUTHORITY,MEDICAL DIRECTOR AND HEALTH AUTHORITY
1377,COVID-DISEASE PREVENTION AND HEALTH PROMOTION,COVID-DISEASE PREVENTION AND HEALTH PROMOTION
1378,SUBSTANCE MISUSE AND USE GRANT,SUBSTANCE MISUSE AND USE GRANT
1379,HOMELESS POLICY AND ENGAGEMENT,HOMELESS POLICY AND ENGAGEMENT
1380,HOMELESS PROGRAMS AND COORDINATION UNIT,HOMELESS PROGRAMS AND COORDINATION UNIT
1381,HOMELESS CONTRACT MANAGEMENT,HOMELESS CONTRACT MANAGEMENT
1382,ARCH,ARCH
1383,MOTEL CONVERSION PROPERTY OPERATIONS,MOTEL CONVERSION PROPERTY OPERATIONS
1384,COVID-HOMELESS SERVICES,COVID-HOMELESS SERVICES
1385,SURVEILLANCE,SURVEILLANCE
1386,SURVEILLANCE INVESTIGATIONS,SURVEILLANCE INVESTIGATIONS
1387,EPIDEMIOLOGY,EPIDEMIOLOGY
1388,VITAL RECORDS,VITAL RECORDS
1389,PUBLIC HEALTH PREPAREDNESS,PUBLIC HEALTH PREPAREDNESS
1390,COVID-EPIDEMIOLOGY AND PUBLIC HEALTH PREPARDNESS,COVID-EPIDEMIOLOGY AND PUBLIC HEALTH PREPARDNESS
1391,ACCOUNTS PAYABLE & GRANTS ACCOUNTING,ACCOUNTS PAYABLE & GRANTS ACCOUNTING
1392,HUMAN RESOURCES UNIT,HUMAN RESOURCES UNIT
1393,BUDGET & ANALYSIS,BUDGET & ANALYSIS
1394,INFORMATION SYSTEMS UNIT,INFORMATION SYSTEMS UNIT
1395,ELECTRONIC HEALTH RECORDS,ELECTRONIC HEALTH RECORDS
1396,FACILITIES UNIT,FACILITIES UNIT
1397,TELECOMMUNICATIONS,TELECOMMUNICATIONS
1398,SECURITY COSTS,SECURITY COSTS
1399,OFFICE OF DIRECTOR,OFFICE OF DIRECTOR
1400,COURIER SERVICE,COURIER SERVICE
1401,COVID-ADMINISTRATIVE SERVICES,COVID-ADMINISTRATIVE SERVICES
1402,HEALTH 1-TIME CRITICAL/OTHER,HEALTH 1-TIME CRITICAL/OTHER
1403,DIABETES CARE PROGRAM,DIABETES CARE PROGRAM
1404,IMMUNIZATION OUTRCH 98-99,IMMUNIZATION OUTRCH 98-99
1405,OPIOID SETTLEMENT FUNDS,OPIOID SETTLEMENT FUNDS
1406,ANIMAL PROTECTION,ANIMAL PROTECTION
1407,PREVENTION,PREVENTION
1408,PET PLACEMENT,PET PLACEMENT
1409,VOLUNTEER SERVICES,VOLUNTEER SERVICES
1410,VET SERVICES,VET SERVICES
1411,KENNEL,KENNEL
1412,SS BEHAVIOR MODIFICATION,SS BEHAVIOR MODIFICATION
1413,PET RESOURCE UNIT,PET RESOURCE UNIT
1414,ANIMAL SERVICES 1-TIME CRITICAL/OTHER,ANIMAL SERVICES 1-TIME CRITICAL/OTHER
1415,SHELTER & PET PLACEMENT,SHELTER & PET PLACEMENT
1416,FERAL CAT DONATIONS,FERAL CAT DONATIONS
1417,VOLUNTEER DONATIONS,VOLUNTEER DONATIONS
1418,ANIMAL SHELTER DONATIONS,ANIMAL SHELTER DONATIONS
1419,ANIMAL PET CARE DONATIONS,ANIMAL PET CARE DONATIONS
1420,FENCING ASSISTANCE,FENCING ASSISTANCE
1421,PUBLIC RELATIONS/COMMUNICATIONS,PUBLIC RELATIONS/COMMUNICATIONS
1422,ANIMAL ENRICHMENT PROGRAM,ANIMAL ENRICHMENT PROGRAM
1423,RABIES CLINIC SPAY/NEUTER,RABIES CLINIC SPAY/NEUTER
1424,EMS COMMUNICATIONS,EMS COMMUNICATIONS
1425,EMS SCHEDULING,EMS SCHEDULING
1426,EMERGENCY SERVICES,EMERGENCY SERVICES
1427,OPERATIONS SUPPORT,OPERATIONS SUPPORT
1428,AIRPORT EMS,AIRPORT EMS
1429,COMMUNITY HEALTH PARAMEDIC,COMMUNITY HEALTH PARAMEDIC
1430,HOMELESS OUTREACH STREET TEAM,HOMELESS OUTREACH STREET TEAM
1431,EMS ACADEMY,EMS ACADEMY
1432,CONTINUING EDUCATION,CONTINUING EDUCATION
1433,CPR/FIRST AID,CPR/FIRST AID
1434,RECRUITING AND HIRING (CIVIL SERVICE),RECRUITING AND HIRING (CIVIL SERVICE)
1435,EMPLOYEE WELLNESS,EMPLOYEE WELLNESS
1436,EMPLOYEE SAFETY,EMPLOYEE SAFETY
1437,QUALITY ASSURANCE & IMPROV,QUALITY ASSURANCE & IMPROV
1438,BUSINESS ANALYSIS AND RESEARCH,BUSINESS ANALYSIS AND RESEARCH
1439,BILLING SERVICES,BILLING SERVICES
1440,COMMUNITY EDUCATION & INJURY PREVENTION,COMMUNITY EDUCATION & INJURY PREVENTION
1441,EMS EXPLORER POST,EMS EXPLORER POST
1442,OFFICE OF PROFESSIONAL CONDUCT (CIVIL SERVICE),OFFICE OF PROFESSIONAL CONDUCT (CIVIL SERVICE)
1443,EMPLOYEE SERVICES,EMPLOYEE SERVICES
1444,SUPPLY & EQUIPMENT MANAGEMENT,SUPPLY & EQUIPMENT MANAGEMENT
1445,EMS 1-TIME CRITICAL/OTHER,EMS 1-TIME CRITICAL/OTHER
1446,TRANSFERS TO DEBT,TRANSFERS TO DEBT
1447,FAYETTE OPERATIONS,FAYETTE OPERATIONS
1448,STP OPERATIONS,STP OPERATIONS
1449,TRANSMISSION EXPENSE,TRANSMISSION EXPENSE
1450,CAP WEATHERIZATION D.I.,CAP WEATHERIZATION D.I.
1451,ELECTRIC VEHICLES INCENTIVES,ELECTRIC VEHICLES INCENTIVES
1452,BAD DEBT EXPENSE,BAD DEBT EXPENSE
1453,INTEREST ACCRUAL - DEBT,INTEREST ACCRUAL - DEBT
1454,VOLUNTEER UTILITY ASST,VOLUNTEER UTILITY ASST
1455,ELECTRIC CIP TRANSFERS TO,ELECTRIC CIP TRANSFERS TO
1456,EPA ASSESSMENT GRT,EPA ASSESSMENT GRT
1457,GRANT REVOLVING LOAN PETROL,GRANT REVOLVING LOAN PETROL
1458,CENTRAL BUSINESS DISTRICT,CENTRAL BUSINESS DISTRICT
1459,UTILITY CUSTOMER CARE,UTILITY CUSTOMER CARE
1460,BAD DEBT,BAD DEBT
1461,TRANSFERS-OTHER-SUSTAINABILITY,TRANSFERS-OTHER-SUSTAINABILITY
1462,ICONIC VENUE,ICONIC VENUE
1463,CULTURAL TOURISM AND MARKETING,CULTURAL TOURISM AND MARKETING
1464,INVENTORY MANAGEMENT,INVENTORY MANAGEMENT
1465,TUITION REIMBURSEMENT,TUITION REIMBURSEMENT
1466,FULLY FUNDED BY CITY - RETIREE,FULLY FUNDED BY CITY - RETIREE
1467,RETIREE W/O MEDICARE PPO,RETIREE W/O MEDICARE PPO
1468,RETIREE WITH MEDICARE PPO,RETIREE WITH MEDICARE PPO
1469,RETIREE WITHOUT MEDICARE HMO (SELF),RETIREE WITHOUT MEDICARE HMO (SELF)
1470,RETIREE WITH MEDICARE HMO (SELF),RETIREE WITH MEDICARE HMO (SELF)
1471,RETIREE WO MEDICARE CDHP,RETIREE WO MEDICARE CDHP
1472,RETIREE WITH MEDICARE CDHP,RETIREE WITH MEDICARE CDHP
1473,ROUTINE CONCRETE MAINTENANCE,ROUTINE CONCRETE MAINTENANCE
1474,EAST 11TH/12TH STREET REVITLIZ,EAST 11TH/12TH STREET REVITLIZ
1475,CONCESSION MARKETING PROGRAM,CONCESSION MARKETING PROGRAM
1476,CC PROMOTIONS,CC PROMOTIONS
1477,NCL CAFE TENANT,NCL CAFE TENANT
1478,NORTHEAST PARK DISTRICT MOWING,NORTHEAST PARK DISTRICT MOWING
1479,BEHAVIORAL HEALTH CONTRACTS,BEHAVIORAL HEALTH CONTRACTS
1480,HIV SERVICES CONTRACTS,HIV SERVICES CONTRACTS
1481,COUNTY PREVENTION,COUNTY PREVENTION
1482,BOND PROGRAM DEVELOPMENT,BOND PROGRAM DEVELOPMENT
1483,CAPITAL PLANNING AND PROGRAMMING,CAPITAL PLANNING AND PROGRAMMING
